dataset,model_arch,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mfla,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,teacher_test_metric,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,valchecked_val_transfer,valchecked_val_peek,valchecked_val_add,valchecked_val_add_ens,stage0_checkpoint,shote2e_checkpoint
dfc2020,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164648720,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,50.72,43.34,50.27,52.40,51.47,45.38,50.27,52.40,50.94,56.41,55.36,53.15,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0734.pt
dfc2020,evan_base,s2_rgb,s1,0.000229,0.000788,64,0.467,0.356,0.433,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,40.97,47.78,49.25,50.45,44.91,47.78,49.25,50.45,45.88,56.78,56.31,50.55,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0734.pt
dfc2020,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164648720,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,46.63,38.66,42.88,41.42,50.45,47.85,42.88,41.42,51.21,56.75,55.60,52.76,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0734.pt
dfc2020,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164648720,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,48.26,47.38,51.24,49.82,49.85,47.38,51.44,49.82,50.87,56.65,54.98,52.40,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0734.pt
benv2,evan_base,s2,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,166632998,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,61.32,62.75,63.36,62.25,61.32,62.77,62.67,62.25,59.16,66.30,65.31,62.11,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0735.pt
dfc2020,evan_base,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160320528,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.85,41.21,47.83,48.92,50.11,41.77,49.45,52.08,50.11,45.10,56.97,55.18,50.05,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0001_20260417_110303.pt,checkpoints/delulunet_dfc2020_0420_0736.pt
benv2,evan_base,s2,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,163878694,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,43.22,64.30,64.46,64.65,44.89,64.30,64.46,64.65,34.40,67.02,65.95,50.15,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0736.pt
benv2,evan_base,s2,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,166632998,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,61.35,63.41,63.36,62.84,62.63,63.32,63.36,62.84,59.46,66.75,65.83,62.56,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0737.pt
benv2,evan_base,s2,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,166632998,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,62.91,64.03,64.07,63.78,62.45,63.58,63.56,63.78,59.39,66.57,65.63,62.19,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0739.pt
benv2,evan_base,s2,s2_rgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,55.76,63.18,63.08,62.76,58.09,62.46,63.09,62.76,49.90,67.09,65.63,57.20,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0739.pt
benv2,evan_base,s2_rgb,s2_norgb,0.000229,0.000788,64,0.467,0.356,0.433,0.5,163091750,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,58.67,64.05,64.21,63.80,60.94,67.14,65.32,63.80,53.94,71.16,68.63,60.51,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0740.pt
benv2,evan_base,s2,s2_norgb,0.000192,0.00353,64,0.322,0.283,0.296,0.5,166632998,latent+prefusion+distill+ce,False,3,cross,3,mAP,61.48,62.70,63.91,63.97,63.72,62.70,63.91,63.97,63.72,59.29,66.39,65.89,62.59,checkpoints/sft_evan_base_benv2_s2_fft_lr0.001_20260417_062121.pt,checkpoints/delulunet_benv2_0420_0741.pt
benv2,evan_base,s2_rgb,s1,0.000192,0.00353,64,0.322,0.283,0.296,0.5,160337446,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,43.41,64.90,64.92,61.14,43.41,67.63,65.55,61.14,40.03,71.54,69.06,54.00,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0741.pt
benv2,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,60.05,66.34,66.38,66.24,60.05,67.38,66.38,66.24,53.85,71.14,69.08,61.47,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0742.pt
benv2,evan_base,s2_rgb,s2,0.000192,0.00353,64,0.322,0.283,0.296,0.5,164272166,latent+prefusion+distill+ce,False,3,cross,3,mAP,65.71,59.18,65.96,66.03,64.68,59.18,67.75,66.22,64.68,53.91,71.41,68.96,61.40,checkpoints/sft_evan_base_benv2_s2_rgb_fft_lr0.001_20260417_073911.pt,checkpoints/delulunet_benv2_0420_0743.pt
