dataset,model_arch,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mfla,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,teacher_test_metric,transfer_metric,peeking_metric,addition_metric,addition_ens_metric,valchecked_transfer,valchecked_peek,valchecked_add,valchecked_add_ens,valchecked_val_transfer,valchecked_val_peek,valchecked_val_add,valchecked_val_add_ens,stage0_checkpoint,shote2e_checkpoint
dfc2020,evan_base,s2,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,43.29,43.33,42.91,48.52,44.06,45.63,42.91,48.52,46.95,58.59,57.36,52.05,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0421_1329.pt
dfc2020,evan_base,s1,s2_rgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,28.14,43.60,44.21,41.29,28.14,42.22,44.21,41.29,39.90,49.12,47.14,43.52,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1330.pt
dfc2020,evan_base,s1,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151258384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,40.73,43.53,44.34,45.12,44.30,42.07,44.34,45.12,40.68,49.16,47.36,43.99,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1332.pt
dfc2020,evan_base,s1,s2,0.000229,0.000788,120,0.467,0.356,0.433,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,48.25,43.86,44.37,47.43,48.25,42.50,44.37,47.43,40.79,48.21,47.42,44.10,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1332.pt
dfc2020,evan_base,s1,s2_norgb,0.000168,0.00338,120,0.181,0.369,0.669,0.5,151258384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,34.34,43.06,43.54,43.13,34.34,43.57,42.75,43.13,40.97,48.47,47.36,44.14,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1338.pt
dfc2020,evan_base,s1,s2_norgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,151258384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,43.71,43.87,44.51,45.26,43.71,43.98,44.51,45.26,40.71,48.88,47.51,44.11,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1341.pt
dfc2020,evan_base,s1,s2_norgb,0.00015,0.000102,120,0.716,0.13,0.555,0.5,151258384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,40.71,43.49,46.72,45.52,40.71,39.90,46.72,45.52,40.05,48.07,43.89,41.97,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1358.pt
dfc2020,evan_base,s2,s1,0.000229,0.000788,120,0.467,0.356,0.433,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,42.26,39.04,39.13,46.47,42.26,39.04,49.95,46.47,46.85,57.96,57.36,52.06,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0421_1402.pt
dfc2020,evan_base,s1,s2,0.000168,0.00338,120,0.181,0.369,0.669,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,37.91,43.57,44.26,44.70,37.91,43.18,44.26,44.70,41.39,48.68,47.61,44.50,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1406.pt
dfc2020,evan_base,s1,s2,0.00015,0.000102,120,0.716,0.13,0.555,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,48.67,42.90,46.31,47.58,48.67,42.70,46.31,47.58,40.53,48.24,44.00,42.27,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1407.pt
dfc2020,evan_base,s2,s1,0.000168,0.00338,120,0.181,0.369,0.669,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,45.11,42.27,50.29,50.67,49.85,42.27,50.29,48.80,49.85,46.27,58.11,57.05,51.64,checkpoints/sft_evan_base_dfc2020_s2_fft_lr0.0005_20260418_080316.pt,checkpoints/delulunet_dfc2020_0421_1408.pt
dfc2020,evan_base,s2_rgb,s1,0.000168,0.00338,120,0.181,0.369,0.669,0.5,149882128,latent+prefusion+distill+ce,False,3,cross,3,mIoU,48.76,39.63,49.51,50.12,50.47,43.37,44.96,51.95,50.47,46.03,56.91,56.33,50.51,checkpoints/sft_evan_base_dfc2020_s2_rgb_fft_lr0.0005_20260420_184627.pt,checkpoints/delulunet_dfc2020_0421_1440.pt
dfc2020,evan_large,s2,s1,0.000229,0.000788,120,0.467,0.356,0.433,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,51.57,46.32,53.45,53.64,51.61,47.69,53.45,53.64,51.61,48.73,57.05,56.28,52.49,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.001_20260418_072806.pt,checkpoints/delulunet_dfc2020_0421_1457.pt
dfc2020,evan_large,s2,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,51.57,45.04,51.99,52.65,50.93,46.21,49.60,52.65,50.93,48.12,57.35,56.02,51.48,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.001_20260418_072806.pt,checkpoints/delulunet_dfc2020_0421_1502.pt
dfc2020,evan_large,s2,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,51.57,44.78,52.53,53.00,50.73,44.78,51.80,52.31,50.73,47.57,57.08,56.35,51.70,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.001_20260418_072806.pt,checkpoints/delulunet_dfc2020_0421_1506.pt
dfc2020,evan_base,s1,s2,0.000192,0.00353,120,0.322,0.283,0.296,0.5,151848208,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.29,39.75,42.19,43.06,44.87,39.75,40.24,43.06,44.87,40.72,48.66,47.15,43.93,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/delulunet_dfc2020_0421_1512.pt
dfc2020,evan_large,s2,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,51.57,46.15,52.33,53.85,52.70,46.15,52.33,52.18,52.70,47.44,56.88,55.28,50.67,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.001_20260418_072806.pt,checkpoints/delulunet_dfc2020_0421_1513.pt
dfc2020,evan_large,s2_rgb,s1,0.000229,0.000788,120,0.467,0.356,0.433,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,47.87,49.52,51.13,52.28,47.87,47.70,51.13,52.28,49.34,57.14,56.31,52.82,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0421_1635.pt
dfc2020,evan_large,s2_rgb,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,44.80,48.07,49.71,51.14,45.96,48.07,49.71,51.14,48.73,57.37,56.63,52.56,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0421_1640.pt
dfc2020,evan_large,s1,s2_rgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,43.34,46.38,48.04,48.21,43.34,46.27,48.04,48.21,43.13,50.69,48.63,45.88,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1644.pt
dfc2020,evan_large,s1,s2_rgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,43.18,45.17,46.77,48.01,44.15,46.36,46.77,48.01,42.91,50.90,49.29,45.64,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1649.pt
dfc2020,evan_large,s2_rgb,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,45.86,45.59,47.99,51.10,46.57,47.04,47.99,51.10,49.47,58.26,56.24,52.70,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0421_1650.pt
dfc2020,evan_large,s1,s2,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,48.08,46.49,48.18,49.74,47.18,45.55,48.49,49.74,42.84,50.41,48.14,45.34,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1652.pt
dfc2020,evan_large,s1,s2,0.000229,0.000788,120,0.467,0.356,0.433,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,45.91,45.38,48.34,48.84,46.79,46.16,48.12,48.84,43.49,50.76,48.09,45.56,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1652.pt
dfc2020,evan_large,s1,s2,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,46.53,44.95,46.39,48.72,48.18,46.46,48.38,48.72,43.26,50.90,48.36,45.41,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1654.pt
dfc2020,evan_large,s1,s2_norgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,418917392,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,47.61,45.63,47.38,49.86,46.63,46.31,47.38,49.86,43.32,50.53,48.07,45.47,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1655.pt
dfc2020,evan_large,s1,s2_rgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,37.61,47.26,48.32,44.91,40.47,46.66,47.84,44.91,42.33,50.37,48.43,45.19,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1655.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419179536,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,51.40,45.23,48.61,49.63,51.40,48.28,48.61,49.63,53.87,57.20,56.27,55.07,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0421_1657.pt
dfc2020,evan_large,s1,s2,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,47.71,45.10,47.40,49.87,47.56,44.80,47.40,49.87,43.43,50.62,48.46,45.73,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1659.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419179536,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,51.98,46.44,50.12,50.79,51.98,46.40,49.24,50.79,53.11,56.90,56.05,54.34,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0421_1702.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,419179536,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,52.55,51.15,52.13,52.35,52.55,51.15,52.13,52.35,54.23,56.96,56.20,55.21,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0421_1702.pt
dfc2020,evan_large,s1,s2_rgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,41.89,45.93,47.15,47.75,42.51,45.55,47.15,47.75,42.69,50.89,48.85,45.52,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1702.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419179536,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,52.00,46.11,49.67,50.98,52.00,44.22,51.99,50.98,53.84,57.83,56.49,55.11,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0421_1705.pt
dfc2020,evan_large,s2_rgb,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,46.22,48.38,50.40,51.06,46.22,48.24,49.49,51.06,48.57,56.63,56.06,52.20,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0421_1709.pt
dfc2020,evan_large,s1,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,418917392,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,48.08,43.80,46.29,49.32,49.18,44.49,46.29,49.32,43.23,50.61,48.70,45.61,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1717.pt
dfc2020,evan_large,s1,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,418917392,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,46.81,44.02,46.33,48.61,47.81,46.17,48.30,48.61,42.96,50.51,47.76,45.01,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1720.pt
dfc2020,evan_large,s1,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,418917392,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,46.39,45.44,46.68,48.90,49.00,45.97,46.68,48.90,43.18,50.36,48.88,45.92,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0421_1720.pt
dfc2020,evan_large,s2,s1,0.000168,0.00338,120,0.181,0.369,0.669,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,51.57,45.42,52.25,52.75,50.90,45.42,52.95,53.45,50.90,47.60,56.73,56.14,51.61,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.001_20260418_072806.pt,checkpoints/delulunet_dfc2020_0421_2257.pt
dfc2020,evan_large,s2,s1,0.00015,0.000102,120,0.716,0.13,0.555,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,51.57,44.61,51.45,52.58,50.44,47.91,54.04,51.87,50.44,47.57,57.39,55.97,51.35,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.001_20260418_072806.pt,checkpoints/delulunet_dfc2020_0421_2322.pt
dfc2020,evan_large,s2,s1,0.000229,0.000788,120,0.467,0.356,0.433,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,51.57,46.81,45.36,47.43,49.81,46.81,47.18,48.24,49.81,49.68,57.39,56.48,52.79,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.001_20260418_072806.pt,checkpoints/delulunet_dfc2020_0421_2340.pt
dfc2020,evan_large,s2_rgb,s1,0.000168,0.00338,120,0.181,0.369,0.669,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,42.19,50.44,50.92,51.69,46.69,50.44,50.92,51.69,48.63,57.12,56.73,52.37,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0422_0017.pt
dfc2020,evan_large,s1,s2,0.000168,0.00338,120,0.181,0.369,0.669,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,47.83,46.83,47.38,50.08,47.43,46.52,47.38,50.08,42.69,50.62,49.08,45.79,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0034.pt
dfc2020,evan_large,s1,s2_rgb,0.00015,0.000102,120,0.716,0.13,0.555,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,37.17,46.08,48.41,46.78,37.17,45.85,48.67,46.78,43.01,51.28,47.85,45.43,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0037.pt
dfc2020,evan_large,s2,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,51.57,43.81,53.31,53.64,51.13,46.49,51.52,53.64,51.13,47.80,57.09,56.03,51.76,checkpoints/sft_evan_large_dfc2020_s2_fft_lr0.001_20260418_072806.pt,checkpoints/delulunet_dfc2020_0422_0043.pt
dfc2020,evan_large,s1,s2_rgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,41.13,45.66,47.97,46.45,41.13,45.66,46.88,46.45,42.66,50.56,48.18,45.18,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0044.pt
dfc2020,evan_large,s1,s2,0.00015,0.000102,120,0.716,0.13,0.555,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,48.89,45.47,48.52,48.22,47.83,45.47,48.45,48.22,43.24,50.64,47.22,45.21,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0048.pt
dfc2020,evan_large,s2_rgb,s1,0.00015,0.000102,120,0.716,0.13,0.555,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,44.82,40.83,46.85,47.61,44.82,40.83,46.85,47.61,50.01,59.71,57.69,53.85,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0422_0049.pt
dfc2020,evan_large,s1,s2_rgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,42.86,45.64,47.55,47.67,43.26,45.71,47.55,47.67,43.08,50.97,48.58,45.78,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0050.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000168,0.00338,120,0.181,0.369,0.669,0.5,419179536,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,51.96,46.50,47.99,51.18,51.96,42.57,47.86,51.18,53.57,56.63,56.06,54.75,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0422_0052.pt
dfc2020,evan_large,s1,s2_rgb,0.000168,0.00338,120,0.181,0.369,0.669,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,38.91,46.88,47.22,45.16,42.92,45.51,47.22,45.16,41.98,50.47,49.32,45.64,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0053.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,419179536,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,52.16,51.02,51.84,51.93,52.16,50.21,52.02,51.93,54.39,57.02,56.08,55.08,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0422_0055.pt
dfc2020,evan_large,s1,s2,0.000229,0.000788,120,0.467,0.356,0.433,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,45.95,47.08,48.88,49.26,46.37,46.13,48.21,49.26,43.41,50.67,48.01,45.51,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0058.pt
dfc2020,evan_large,s1,s2_norgb,0.000168,0.00338,120,0.181,0.369,0.669,0.5,418917392,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,47.68,46.59,47.45,50.18,47.68,45.68,47.45,50.18,42.68,50.21,49.02,45.85,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0101.pt
dfc2020,evan_large,s1,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,418917392,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,45.07,46.64,47.77,49.21,47.40,46.10,47.64,49.21,42.96,50.47,48.54,45.46,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0107.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.00015,0.000102,120,0.716,0.13,0.555,0.5,419179536,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,49.53,44.60,48.88,47.99,50.82,44.76,50.02,47.99,53.55,57.56,56.21,54.41,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0422_0110.pt
dfc2020,evan_large,s1,s2_norgb,0.000229,0.000788,120,0.467,0.356,0.433,0.5,418917392,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,48.55,46.78,48.51,50.00,48.55,47.01,48.51,50.00,43.68,50.70,48.47,46.08,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0118.pt
dfc2020,evan_large,s2_rgb,s1,0.000229,0.000788,120,0.467,0.356,0.433,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,46.15,48.38,49.99,51.53,47.20,46.91,49.99,51.53,49.46,57.05,56.49,52.88,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0422_0118.pt
dfc2020,evan_large,s2_rgb,s2_norgb,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419179536,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,53.14,44.79,50.82,50.83,53.14,44.79,50.82,50.83,53.88,58.68,56.29,55.08,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0422_0121.pt
dfc2020,evan_large,s1,s2,0.000192,0.00353,120,0.322,0.283,0.296,0.5,419703824,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,45.08,46.74,48.41,48.95,47.89,46.59,48.41,48.95,43.04,50.59,48.34,45.31,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0122.pt
dfc2020,evan_large,s1,s2_norgb,0.00015,0.000102,120,0.716,0.13,0.555,0.5,418917392,latent+prefusion+distill+ce,False,3,cross,3,mIoU,44.03,39.81,43.82,46.60,45.95,39.81,45.47,46.60,45.95,42.77,50.07,46.89,44.83,checkpoints/sft_evan_large_dfc2020_s1_fft_lr0.001_20260418_073032.pt,checkpoints/delulunet_dfc2020_0422_0130.pt
dfc2020,evan_large,s2_rgb,s1,0.000192,0.00353,120,0.322,0.283,0.296,0.5,417082384,latent+prefusion+distill+ce,False,3,cross,3,mIoU,43.62,44.97,49.55,50.91,51.14,46.34,41.99,47.81,51.14,48.74,57.59,56.67,52.17,checkpoints/sft_evan_large_dfc2020_s2_rgb_fft_lr0.0005_20260418_075014.pt,checkpoints/delulunet_dfc2020_0422_0208.pt
