wandb_run_id,dataset,starting_modality,new_modality,teacher_test_metric,lr,asym_lr,weight_decay,epochs,modality_dropout,labeled_frequency,labeled_start_fraction,protect_lrm,use_mask_token,latent_masked_only,lambda_latent,lambda_prefusion,lambda_distill,trainable_params,active_losses,val_transfer,test_transfer,val_peeking,test_peeking,val_addition,test_addition,val_ens_addition,test_ens_addition,stage0_checkpoint,shote2e_checkpoint
tekg52sb,dfc2020,s1,s2,43.29,8.011037266484662e-05,1.0,2.65956196343071e-05,100,0.13893977033898117,0.11671303890610804,0.5,False,False,True,0.3872542802444478,0.29046567313990146,0.026381970201607263,151848208,distill+latent+prefusion+ce,40.71,46.24,47.73,40.30,45.78,41.22,43.14,47.17,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_tekg52sb_0502_0815.pt
pc63mw72,dfc2020,s1,s2,43.29,0.0006379707920297805,1.0,0.0008523079594652871,100,0.4625017432434615,0.1924210174010741,0.5,False,True,True,0.32027064351888235,0.18160902722509964,0.948757748095204,151848208,distill+latent+ce,40.09,38.33,47.88,40.47,44.32,44.06,42.21,41.65,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_pc63mw72_0502_0817.pt
wk4r08y2,dfc2020,s1,s2,43.29,0.0002902566262024685,1.0,0.0004420293683985001,100,0.3121389062438694,0.4700989384087998,0.5,False,True,True,0.37652213239074733,0.184218949438122,0.06674321652258808,151848208,distill+latent+ce,41.03,35.59,47.35,40.58,44.07,44.94,42.54,42.59,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_wk4r08y2_0502_0819.pt
du8modvm,dfc2020,s1,s2,43.29,0.00026105112531086075,1.0,0.0038370919158193448,100,0.42629571871199934,0.4110177720827597,0.5,False,True,True,0.062404797779513355,0.3794992390343662,0.17276292035978014,151848208,distill+latent+ce,41.21,38.68,48.20,42.60,46.10,43.23,43.66,43.23,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_du8modvm_0502_0820.pt
4hqcfjz8,dfc2020,s1,s2,43.29,3.424663618662075e-05,1.0,0.015122405132240797,100,0.22138970253880533,0.24285725809601433,0.5,False,True,True,0.06012934415016136,0.31800483859099793,0.16099977825470635,151848208,distill+latent+ce,41.20,42.47,47.98,43.79,45.90,44.30,43.53,46.26,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_4hqcfjz8_0502_0825.pt
9buxxg92,dfc2020,s1,s2,43.29,0.00023476535888885863,1.0,0.0194492413811439,100,0.43512656397789207,0.3904758818377846,0.5,False,True,True,0.29446927730897937,0.5511030500686815,0.26429487087197434,151848208,distill+latent+ce,41.33,31.85,48.27,42.12,46.11,43.42,43.72,42.31,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_9buxxg92_0502_0828.pt
kss4pzxn,dfc2020,s1,s2,43.29,0.000915344984166118,1.0,0.0017042171738828923,100,0.4117398009989832,0.18736539833055385,0.5,False,True,True,0.30692876893535737,0.824735781200252,0.7884503440627121,151848208,distill+latent+ce,38.52,37.05,46.79,37.84,43.04,41.61,40.53,40.34,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_kss4pzxn_0502_0833.pt
boayf4gv,dfc2020,s1,s2,43.29,0.0008869442589515256,1.0,0.0002882950589759983,100,0.28553415785689296,0.1987557778418121,0.5,False,True,True,0.24274252690346584,0.7214334711256511,0.7740900762893842,151848208,distill+latent+ce,39.54,39.30,47.42,40.41,44.25,44.88,41.87,42.38,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_boayf4gv_0502_0840.pt
jtmj4fjl,dfc2020,s1,s2,43.29,0.00033331134557422313,1.0,0.00019435284685360323,100,0.4136918109783133,0.35903951961176106,0.5,False,True,True,0.22540535544705853,0.7500327179753767,0.8951158887489763,151848208,distill+latent+ce,41.17,43.25,48.43,41.29,45.78,45.02,43.48,44.74,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_jtmj4fjl_0502_0841.pt
jwv1h60a,dfc2020,s1,s2,43.29,2.771360034335776e-05,1.0,0.08374588786925476,100,0.27867529396217405,0.2018831279030332,0.5,False,True,True,0.025419963999204983,0.3334658761526058,0.895959053958957,151848208,distill+latent+ce,41.30,38.26,48.05,44.17,46.88,44.25,44.08,44.87,checkpoints/sft_evan_base_dfc2020_s1_fft_lr0.0005_20260418_080704.pt,checkpoints/sweep_jwv1h60a_0502_0844.pt
