checkpoint,num_supervised_epochs,starting_modality,supported_modalities,eval_type,real_modality,hallucinated_modality,test_acc,best_test_acc
checkpoints/vre_to_swir.pt,32,vre,vre+swir,hallucinated-multimodal-pseudo-supervision,swir,vre,86.46296296296296,87.83333333333333
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,real-multimodal-real-supervision,nir+rgb,,91.79629629629628,91.79629629629628
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,hallucinated-multimodal-real-supervision,nir,rgb,78.42592592592592,78.5925925925926
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,hallucinated-multimodal-real-supervision,rgb,nir,89.11111111111111,89.11111111111111
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,real-monomodal-real-supervision,nir,,77.64814814814815,77.83333333333333
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,real-monomodal-real-supervision,rgb,,89.48148148148148,89.5
checkpoints/nir_to_rgb.pt,32,nir,nir+rgb,hallucinated-multimodal-pseudo-supervision,rgb,nir,80.27777777777777,81.75925925925925
checkpoints/nir_to_vre.pt,32,nir,nir+vre,real-multimodal-real-supervision,nir+vre,,91.4074074074074,91.4074074074074
checkpoints/nir_to_vre.pt,32,nir,nir+vre,hallucinated-multimodal-real-supervision,nir,vre,86.61111111111111,86.79629629629629
checkpoints/nir_to_vre.pt,32,nir,nir+vre,hallucinated-multimodal-real-supervision,vre,nir,90.77777777777776,91.0
checkpoints/nir_to_vre.pt,32,nir,nir+vre,real-monomodal-real-supervision,nir,,86.68518518518519,86.70370370370371
checkpoints/nir_to_vre.pt,32,nir,nir+vre,real-monomodal-real-supervision,vre,,90.64814814814817,91.22222222222224
checkpoints/nir_to_vre.pt,32,nir,nir+vre,hallucinated-multimodal-pseudo-supervision,vre,nir,88.38888888888889,88.85185185185185
checkpoints/nir_to_swir.pt,32,nir,nir+swir,real-multimodal-real-supervision,nir+swir,,90.0925925925926,90.0925925925926
checkpoints/nir_to_swir.pt,32,nir,nir+swir,hallucinated-multimodal-real-supervision,nir,swir,81.5925925925926,82.12962962962963
checkpoints/nir_to_swir.pt,32,nir,nir+swir,hallucinated-multimodal-real-supervision,swir,nir,89.27777777777777,89.75925925925925
checkpoints/nir_to_swir.pt,32,nir,nir+swir,real-monomodal-real-supervision,nir,,81.83333333333333,81.98148148148148
checkpoints/nir_to_swir.pt,32,nir,nir+swir,real-monomodal-real-supervision,swir,,89.29629629629629,89.38888888888889
checkpoints/nir_to_swir.pt,32,nir,nir+swir,hallucinated-multimodal-pseudo-supervision,swir,nir,85.70370370370371,86.66666666666667
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,real-multimodal-real-supervision,swir+rgb,,91.5,91.5
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,hallucinated-multimodal-real-supervision,swir,rgb,87.5,87.5
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,hallucinated-multimodal-real-supervision,rgb,swir,89.79629629629629,89.79629629629629
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,real-monomodal-real-supervision,swir,,87.29629629629629,87.33333333333333
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,real-monomodal-real-supervision,rgb,,88.42592592592592,88.46296296296296
checkpoints/swir_to_rgb.pt,32,swir,swir+rgb,hallucinated-multimodal-pseudo-supervision,rgb,swir,84.85185185185185,85.29629629629629
checkpoints/swir_to_vre.pt,32,swir,swir+vre,real-multimodal-real-supervision,swir+vre,,87.20370370370371,87.20370370370371
checkpoints/swir_to_vre.pt,32,swir,swir+vre,hallucinated-multimodal-real-supervision,swir,vre,81.05555555555556,81.05555555555556
checkpoints/swir_to_vre.pt,32,swir,swir+vre,hallucinated-multimodal-real-supervision,vre,swir,80.98148148148148,80.98148148148148
checkpoints/swir_to_vre.pt,32,swir,swir+vre,real-monomodal-real-supervision,swir,,82.12962962962963,82.57407407407408
checkpoints/swir_to_vre.pt,32,swir,swir+vre,real-monomodal-real-supervision,vre,,78.96296296296296,79.35185185185185
checkpoints/swir_to_vre.pt,32,swir,swir+vre,hallucinated-multimodal-pseudo-supervision,vre,swir,74.07407407407408,74.70370370370371
checkpoints/swir_to_nir.pt,32,swir,swir+nir,real-multimodal-real-supervision,swir+nir,,90.20370370370372,90.20370370370372
checkpoints/swir_to_nir.pt,32,swir,swir+nir,hallucinated-multimodal-real-supervision,swir,nir,88.64814814814815,88.85185185185185
checkpoints/swir_to_nir.pt,32,swir,swir+nir,hallucinated-multimodal-real-supervision,nir,swir,78.29629629629629,78.61111111111111
checkpoints/swir_to_nir.pt,32,swir,swir+nir,real-monomodal-real-supervision,swir,,88.37037037037037,88.42592592592592
checkpoints/swir_to_nir.pt,32,swir,swir+nir,real-monomodal-real-supervision,nir,,77.92592592592592,77.98148148148148
checkpoints/swir_to_nir.pt,32,swir,swir+nir,hallucinated-multimodal-pseudo-supervision,nir,swir,74.74074074074075,75.74074074074075
